Schizophrenia,Depression,Drug use disorders,Alcohol use disorders,Eating disorders,Anxiety disorders,Bipolar disorder
0.16994360089302063,3.998768138885498,0.525235790014267,1.2472310066223145,0.15647660195827484,3.117806148529053,0.624440598487854
0.25825100392103195,4.043391048908234,0.9526999890804291,1.6097637712955475,0.5182840004563332,6.004652738571167,0.9133619964122772
0.1697405001946858,3.8175558703286305,0.5487651399203709,1.528585055044719,0.1115981430879661,3.496434450149536,0.608781065259661
0.27209850028157234,3.336010694503784,0.8691849857568741,1.8254852592945099,0.3028067462146282,3.238301932811737,0.5585800036787987
0.17207949981093407,3.736606001853943,0.8734930008649826,1.6785107851028442,0.1772335022687912,3.58765572309494,0.6210464984178543
0.20145537704229355,2.881016492843628,0.7157536223530769,1.9414470046758652,0.2559776250272989,3.1505984365940094,0.802211120724678
0.22396740019321443,2.9569739818573,0.6784788072109222,0.8576341003179551,0.18301260024309157,3.39360888004303,0.5577741980552673
0.18974700073401132,3.9925156434377036,1.6913551886876423,0.6473864912986755,0.18787483622630438,4.877838134765625,0.7921233375867208
0.1889250030120214,2.9656399885813394,0.5399816731611887,2.9125616550445557,0.16257799913485846,2.555823723475138,0.6643810073534647
0.16795086562633516,3.6080042362213134,0.4808362662792206,0.9570051352183024,0.11443840016921361,2.89512414932251,0.6351145386695862
0.16738233466943106,3.61007129351298,0.4775955359141032,0.9460843404134115,0.112663733959198,2.895366891225179,0.6345166643460591
0.24406690150499344,4.0046608448028564,0.950459110736847,2.7140772581100463,0.4493449941277504,4.6570721626281735,0.8877144098281861
0.1856903334458669,3.9526931047439575,1.382715145746867,0.63148632645607,0.16442016884684563,4.824391841888428,0.7838428318500519
0.19667858382066092,3.2988646825154624,0.8195160875717798,1.8617605765660603,0.29259667297204334,4.871431072552999,0.8638377537329992
0.18560950209697089,3.9548778533935547,1.3147308230400085,0.6332351664702097,0.16399633263548216,4.808510700861613,0.7816635072231293
0.2318604990839958,2.8924556732177735,0.6870508074760437,0.8571811109781265,0.20620719864964485,3.445034980773926,0.5641986012458802
0.2010885700583458,3.460866774831499,1.6093385581459319,0.8989465747560773,0.2359352856874466,4.429626226425171,0.8000382781028748
0.2303600013256073,2.9153199195861816,0.7210140228271484,1.0513349771499634,0.11334899812936783,3.2671689987182617,0.4588010013103485
0.16469500064849854,3.9882110118865968,0.5398378074169159,1.270414400100708,0.12996340095996856,3.1165693283081053,0.622866404056549
0.19724657280104502,3.26152389390128,0.7603321416037423,3.6466132402420044,0.19857571380478994,3.176119021006993,0.6835575784955706
0.16776153246561687,3.6086605230967206,0.479569665590922,0.9535283962885539,0.113782466451327,2.895093488693237,0.6349063356717427
0.16454299986362458,3.9726686000823976,0.5326272010803222,1.2755182147026063,0.1298989996314049,3.1118063926696777,0.6222240090370178
0.19475741560260454,3.24015865723292,0.7582312474648157,1.8275487422943115,0.2675460825363795,4.781631171703339,0.8580851554870605
0.17117060124874114,3.9730703353881838,0.523857593536377,1.252278995513916,0.16455319970846177,3.1175801753997803,0.6260285973548889
0.19907125209768614,3.2563225825627646,0.8380233397086462,1.8531210720539093,0.3189295840760072,4.859225789705913,0.8679411659638087
0.21628175303339958,3.1726577281951904,0.7041890174150467,1.1558382213115692,0.10700124874711037,3.2129252552986145,0.4284375011920929
0.18451933562755585,3.02100936571757,0.4961683352788289,2.4643263022104898,0.14105199774106345,2.549468676249186,0.6600783268610636
0.19646320194005967,2.934422016143799,0.7631457924842835,1.7421173930168152,0.26571479588747027,4.585489177703858,0.8937324941158294
0.2289670016616583,3.8515524566173553,0.9390978552401066,1.1856303587555885,0.13080774899572134,4.22321081161499,0.6185289919376373
0.22455483302474022,3.148999790350596,0.7599015807112058,1.618171088397503,0.35640508060654,4.249043424924214,0.8103474924961726
0.26189975067973137,3.220700263977051,0.8345772251486778,1.4975104629993439,0.24515824764966965,3.251982808113098,0.552021250128746
0.1982670703104564,3.5235676424843922,1.418553073491369,0.8684562955583844,0.21665799937077931,4.430331127984183,0.7972088583878109
0.2716295011341572,3.29363352060318,0.8385172486305237,1.8271802365779877,0.29080574959516525,3.2530517578125,0.5584272667765617
0.19679170101881027,2.9096035718917848,0.7759366929531097,1.7616084933280944,0.27460269927978515,4.585626888275146,0.8947524011135102
0.16826560099919638,3.609745677312215,0.4833730677763621,0.9595089236895243,0.11577813376983007,2.896335156758626,0.6354959964752197
0.17269975319504738,3.7635791897773743,0.8780425190925598,1.6778637766838074,0.18137000128626823,3.6133838295936584,0.6225679963827133
0.3251035064458847,4.393451929092407,2.2151359915733337,1.7711135149002075,0.4705189913511276,6.035377502441406,0.6861109733581543
0.1997711267322302,2.888764590024948,0.6988687515258789,1.959884136915207,0.24297424964606762,3.136449247598648,0.7992413863539696
0.22578658411900202,3.087957203388214,0.7436013321081797,1.6473787526289623,0.37037841354807216,4.275348166624705,0.8125966588656107
0.2572827413678169,4.03204619884491,1.0003564953804016,1.5932379961013794,0.5511584877967834,5.960354804992676,0.9111354947090149
0.2341612558811903,3.7855194807052612,1.001722738146782,1.2403094917535782,0.15609825029969215,4.2633356153965,0.6245445087552071
0.18655816713968912,3.996151328086853,1.478782852490743,0.6317949990431467,0.16829666743675867,4.807902495066325,0.7863444884618124
0.169267001748085,4.00472412109375,0.5283182084560394,1.2490867853164673,0.15094139873981477,3.1188414096832275,0.6241068124771119
0.19663759917020798,2.9196938037872315,0.7688514053821563,1.7525800108909606,0.2707676991820335,4.584986400604248,0.8943827986717224
0.1664813995361328,3.5518778483072917,0.46125046809514364,0.9372757991154989,0.1084594006339709,2.885546875,0.6325800697008769
0.2258851652344068,3.080975830554962,0.7419330875078837,1.6434066593647003,0.37033100550373393,4.274229864279429,0.81275641421477
0.2611677497625351,3.211132764816284,0.8309645131230354,1.4491025358438492,0.2355157472193241,3.2420544624328613,0.5505997538566589
0.16993542973484313,3.8227467026029314,0.5535008609294891,1.5247687825134821,0.1123965707208429,3.5046593121119907,0.6098635068961552
0.21522799879312515,3.1599977612495422,0.7021195143461227,1.1341917514801025,0.10524074919521809,3.2012717723846436,0.42785000801086426
0.17121314363820211,3.767333916255406,0.550840071269444,1.515541855778013,0.11471493010010038,3.5051973376955305,0.6120917839663369
0.19842133298516273,3.2604822913805642,0.8357050865888596,1.8543084859848022,0.3124638373653094,4.865724603335063,0.8669879188140234
0.18836083759864172,4.006940563519795,1.5380731622378032,0.6315629879633585,0.17575266708930334,4.829268296559651,0.7890755037466685
0.21519733468691507,3.1491262912750244,0.7527340054512024,1.1510056654612224,0.10386200000842412,3.257378021876017,0.43005800247192383
0.23416009843349456,2.8940640687942505,0.6936775028705597,0.8664397984743119,0.21524239853024482,3.4480786085128785,0.5651342034339905
0.24252979904413224,4.033887815475464,0.9589232981204987,2.6677155017852785,0.4431176096200943,4.649767112731934,0.8877021968364716
0.19689219892024995,2.9050705432891846,0.7796766996383667,1.7662139058113098,0.2765166014432907,4.585936975479126,0.8949485063552857
